"transaction_id","customer_id","product_id","timestamp","quantity","product_name","product_category","price","join_date","customer_location","total_price"
TRX0194,CUST044,PROD017,2024-11-01 17:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0195,CUST045,PROD009,2024-12-01 19:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-09-05,Makassar,300000.0
TRX0196,CUST046,PROD023,2025-01-01 08:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0197,CUST047,PROD004,2025-02-01 10:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0198,CUST048,PROD008,2025-03-01 12:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
TRX0199,CUST049,PROD018,2025-04-01 14:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-11-02,Bandung,400000.0
TRX0200,CUST050,PROD012,2025-05-01 16:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2024-11-10,Yogyakarta,120000.0
TRX0201,CUST001,PROD041,2023-01-25 11:35:00.000,1,Tablet 10 inch,Elektronik,4500000.0,2023-01-15,Jakarta,4500000.0
TRX0203,CUST003,PROD034,2023-02-10 09:25:00.000,1,Buku Ensiklopedia,Buku,250000.0,2023-02-05,Bandung,250000.0
TRX0204,CUST004,PROD032,2023-02-15 19:55:00.000,1,Celana Chino,Pakaian,380000.0,2023-02-10,Medan,380000.0
TRX0205,CUST005,PROD001,2023-03-08 12:30:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-03-01,Jakarta,15000000
TRX0206,CUST006,PROD043,2023-03-18 21:10:00.000,1,Sarung Tangan Gym,Olahraga,90000.0,2023-03-12,Yogyakarta,90000.0
TRX0207,CUST007,PROD035,2023-03-22 14:20:00.000,1,Air Fryer,Rumah Tangga,950000.0,2023-01-28,Surabaya,950000.0
TRX0208,CUST008,PROD042,2023-04-01 17:00:00.000,1,Sweater Rajut,Pakaian,320000.0,2023-02-19,NaN,320000.0
TRX0209,CUST009,PROD045,2023-04-28 20:32:00.000,1,Set Piring Keramik,Rumah Tangga,350000.0,2023-03-09,Semarang,350000.0
TRX0210,CUST010,PROD036,2023-05-05 13:10:00.000,1,Speaker Portable,Elektronik,550000.0,2023-03-25,Jakarta,550000.0
TRX0211,CUST011,PROD048,2023-05-30 09:40:00.000,1,Kacamata Renang,Olahraga,120000.0,2023-04-07,Makassar,120000.0
TRX0212,CUST012,PROD046,2023-06-05 11:21:00.000,1,Printer All-in-One,Elektronik,2500000.0,2023-04-19,Medan,2500000.0
TRX0213,CUST013,PROD049,2023-06-15 15:15:00.000,1,Atlas Dunia,Buku,180000.0,2023-05-03,Yogyakarta,180000.0
TRX0214,CUST014,PROD047,2023-06-28 18:50:00.000,1,Rok Plisket,Pakaian,220000.0,2023-05-15,Jakarta,220000.0
TRX0215,CUST015,PROD002,2023-07-05 22:35:00.000,1,Smartphone X,Elektronik,8500000.0,2023-06-01,Surabaya,8500000.0
TRX0216,CUST016,PROD006,2023-07-12 10:05:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-06-11,Bandung,350000.0
TRX0217,CUST017,PROD025,2023-07-22 12:20:00.000,1,Buku Sejarah Dunia,Buku,150000.0,2023-07-04,Semarang,150000.0
TRX0218,CUST018,PROD004,2023-08-10 16:40:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2023-07-21,Jakarta,800000.0
TRX0219,CUST019,PROD029,2023-08-20 19:10:00.000,1,Tali Skipping,Olahraga,60000.0,2023-08-05,Makassar,60000.0
TRX0220,CUST020,PROD008,2023-08-28 11:50:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-08-18,Medan,750000.0
TRX0221,CUST021,PROD001,2023-09-15 14:30:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-09-02,Jakarta,15000000
TRX0222,CUST022,PROD015,2023-09-20 17:10:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-09-14,Surabaya,400000.0
TRX0223,CUST023,PROD018,2023-10-01 20:55:00.000,1,Jaket Hoodie,Pakaian,400000.0,2023-10-01,Bandung,400000.0
TRX0224,CUST024,PROD012,2023-10-15 10:10:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2023-10-20,NaN,120000.0
TRX0225,CUST025,PROD003,2023-10-22 13:40:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-11-08,Jakarta,250000.0
TRX0226,CUST026,PROD014,2023-11-01 15:30:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-11-17,Semarang,550000.0
TRX0228,CUST028,PROD007,2023-11-12 18:20:00.000,1,Celana Jeans,Pakaian,450000.0,2023-12-22,Bandung,450000.0
TRX0229,CUST029,PROD002,2023-11-25 21:40:00.000,1,Smartphone X,Elektronik,8500000.0,2024-01-10,Jakarta,8500000.0
TRX0230,CUST030,PROD023,2023-12-10 11:10:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-01-25,Medan,280000.0
TRX0231,CUST031,PROD009,2023-12-28 14:55:00.000,1,Matras Yoga,Olahraga,300000.0,2024-02-05,Yogyakarta,300000.0
TRX0232,CUST032,PROD020,2024-01-05 16:10:00.000,1,Buku Resep Masakan,Buku,110000.0,2024-02-18,Makassar,110000.0
TRX0233,CUST033,PROD001,2024-01-15 10:20:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-03-02,Jakarta,15000000
TRX0234,CUST034,PROD015,2024-01-25 12:35:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2024-03-20,Surabaya,400000.0
TRX0235,CUST035,PROD018,2024-02-01 19:05:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-04-09,Bandung,400000.0
TRX0236,CUST036,PROD030,2024-02-12 15:10:00.000,1,Kamus Inggris-Indonesia,Buku,130000.0,2024-04-21,Semarang,130000.0
TRX0237,CUST037,PROD003,2024-02-22 17:40:00.000,1,Wireless Mouse,Elektronik,250000.0,2024-05-04,Jakarta,250000.0
TRX0238,CUST038,PROD007,2024-03-01 11:25:00.000,1,Celana Jeans,Pakaian,450000.0,2024-05-19,Medan,450000.0
TRX0239,CUST039,PROD024,2024-03-18 15:10:00.000,1,Botol Minum 1L,Olahraga,80000.0,2024-06-01,Yogyakarta,80000.0
TRX0240,CUST040,PROD022,2024-03-28 18:10:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2024-06-15,Jakarta,300000.0
TRX0241,CUST041,PROD002,2024-04-05 10:50:00.000,1,Smartphone X,Elektronik,8500000.0,2024-07-02,Surabaya,8500000.0
TRX0242,CUST042,PROD006,2024-04-15 12:10:00.000,1,Kemeja Flanel,Pakaian,350000.0,2024-07-18,Bandung,350000.0
TRX0243,CUST043,PROD014,2024-04-25 15:30:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2024-08-07,NaN,550000.0
TRX0244,CUST044,PROD017,2024-05-02 18:40:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0245,CUST045,PROD009,2024-05-10 21:10:00.000,1,Matras Yoga,Olahraga,300000.0,2024-09-05,Makassar,300000.0
TRX0246,CUST046,PROD023,2024-05-20 10:55:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0247,CUST047,PROD004,2024-06-01 12:55:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0248,CUST048,PROD008,2024-06-10 14:05:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
TRX0249,CUST049,PROD018,2024-06-20 17:15:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-11-02,Bandung,400000.0
TRX0250,CUST050,PROD012,2024-06-28 20:25:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2024-11-10,Yogyakarta,120000.0
TRX0251,CUST001,PROD005,2024-07-05 09:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-01-15,Jakarta,300000.0
TRX0252,CUST002,PROD002,2024-07-10 11:00:00.000,1,Smartphone X,Elektronik,8500000.0,2023-01-20,Surabaya,8500000.0
TRX0253,CUST003,PROD011,2024-07-15 13:00:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-02-05,Bandung,95000.0
TRX0254,CUST004,PROD008,2024-07-20 15:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-02-10,Medan,750000.0
TRX0255,CUST005,PROD001,2024-07-25 17:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-03-01,Jakarta,15000000
TRX0256,CUST006,PROD009,2024-08-01 19:00:00.000,1,Matras Yoga,Olahraga,300000.0,2023-03-12,Yogyakarta,300000.0
TRX0257,CUST007,PROD015,2024-08-05 08:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-01-28,Surabaya,400000.0
TRX0258,CUST008,PROD006,2024-08-10 10:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-02-19,NaN,350000.0
TRX0259,CUST009,PROD014,2024-08-15 12:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-03-09,Semarang,550000.0
TRX0260,CUST010,PROD017,2024-08-20 14:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2023-03-25,Jakarta,600000.0
TRX0261,CUST011,PROD024,2024-08-25 16:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2023-04-07,Makassar,80000.0
TRX0262,CUST012,PROD019,2024-09-01 18:00:00.000,1,Tas Ransel,Olahraga,350000.0,2023-04-19,Medan,350000.0
TRX0263,CUST013,PROD011,2024-09-05 09:00:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-05-03,Yogyakarta,95000.0
TRX0264,CUST014,PROD016,2024-09-10 11:00:00.000,1,Sprei Katun Jepang,Rumah Tangga,250000.0,2023-05-15,Jakarta,250000.0
TRX0265,CUST015,PROD003,2024-09-15 13:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-06-01,Surabaya,250000.0
TRX0266,CUST016,PROD006,2024-09-20 15:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-06-11,Bandung,350000.0
TRX0267,CUST017,PROD025,2024-09-25 17:00:00.000,1,Buku Sejarah Dunia,Buku,150000.0,2023-07-04,Semarang,150000.0
TRX0268,CUST018,PROD004,2024-10-01 19:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2023-07-21,Jakarta,800000.0
TRX0269,CUST019,PROD029,2024-10-05 08:00:00.000,1,Tali Skipping,Olahraga,60000.0,2023-08-05,Makassar,60000.0
TRX0270,CUST020,PROD008,2024-10-10 10:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-08-18,Medan,750000.0
TRX0271,CUST021,PROD001,2024-10-15 12:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-09-02,Jakarta,15000000
TRX0272,CUST022,PROD015,2024-10-20 14:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-09-14,Surabaya,400000.0
TRX0273,CUST023,PROD018,2024-10-25 16:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2023-10-01,Bandung,400000.0
TRX0274,CUST024,PROD012,2024-11-01 18:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2023-10-20,NaN,120000.0
TRX0275,CUST025,PROD003,2024-11-05 09:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-11-08,Jakarta,250000.0
TRX0276,CUST026,PROD014,2024-11-10 11:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-11-17,Semarang,550000.0
TRX0277,CUST027,PROD005,2024-11-15 13:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-12-03,Surabaya,300000.0
TRX0278,CUST028,PROD007,2024-11-20 15:00:00.000,1,Celana Jeans,Pakaian,450000.0,2023-12-22,Bandung,450000.0
TRX0279,CUST029,PROD002,2024-11-25 17:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-01-10,Jakarta,8500000.0
TRX0280,CUST030,PROD023,2024-12-01 19:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-01-25,Medan,280000.0
TRX0281,CUST031,PROD009,2024-12-05 08:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-02-05,Yogyakarta,300000.0
TRX0282,CUST032,PROD020,2024-12-10 10:00:00.000,1,Buku Resep Masakan,Buku,110000.0,2024-02-18,Makassar,110000.0
TRX0283,CUST033,PROD001,2024-12-15 12:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-03-02,Jakarta,15000000
TRX0284,CUST034,PROD015,2024-12-20 14:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2024-03-20,Surabaya,400000.0
TRX0285,CUST035,PROD018,2024-12-25 16:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-04-09,Bandung,400000.0
TRX0286,CUST036,PROD030,2025-01-01 18:00:00.000,1,Kamus Inggris-Indonesia,Buku,130000.0,2024-04-21,Semarang,130000.0
TRX0287,CUST037,PROD003,2025-01-05 09:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2024-05-04,Jakarta,250000.0
TRX0288,CUST038,PROD007,2025-01-10 11:00:00.000,1,Celana Jeans,Pakaian,450000.0,2024-05-19,Medan,450000.0
TRX0289,CUST039,PROD024,2025-01-15 13:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2024-06-01,Yogyakarta,80000.0
TRX0290,CUST040,PROD022,2025-01-20 15:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2024-06-15,Jakarta,300000.0
TRX0291,CUST041,PROD002,2025-01-25 17:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-07-02,Surabaya,8500000.0
TRX0292,CUST042,PROD006,2025-02-01 19:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2024-07-18,Bandung,350000.0
TRX0293,CUST043,PROD014,2025-02-05 08:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2024-08-07,NaN,550000.0
TRX0294,CUST044,PROD017,2025-02-10 10:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0295,CUST045,PROD009,2025-02-15 12:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-09-05,Makassar,300000.0
TRX0296,CUST046,PROD023,2025-02-20 14:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0297,CUST047,PROD004,2025-02-25 16:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0298,CUST048,PROD008,2025-03-01 18:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
TRX0299,CUST049,PROD018,2025-03-05 09:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-11-02,Bandung,400000.0
TRX0300,CUST050,PROD012,2025-03-10 11:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2024-11-10,Yogyakarta,120000.0
TRX0301,CUST001,PROD005,2023-01-20 10:05:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-01-15,Jakarta,300000.0
TRX0302,CUST002,PROD002,2023-01-22 14:30:00.000,1,Smartphone X,Elektronik,8500000.0,2023-01-20,Surabaya,8500000.0
TRX0303,CUST001,PROD003,2023-02-01 09:15:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-01-15,Jakarta,250000.0
TRX0304,CUST003,PROD011,2023-02-08 18:45:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-02-05,Bandung,95000.0
TRX0305,CUST005,PROD001,2023-03-05 11:20:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-03-01,Jakarta,15000000
TRX0306,CUST004,PROD008,2023-03-10 20:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-02-10,Medan,750000.0
TRX0307,CUST006,PROD009,2023-03-15 13:10:00.000,1,Matras Yoga,Olahraga,300000.0,2023-03-12,Yogyakarta,300000.0
TRX0308,CUST002,PROD005,2023-03-25 16:50:00.000,3,T-Shirt Katun,Pakaian,150000.0,2023-01-20,Surabaya,450000.0
TRX0309,CUST008,PROD006,2023-04-25 19:22:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-02-19,NaN,350000.0
TRX0310,CUST007,PROD015,2023-05-01 12:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-01-28,Surabaya,400000.0
TRX0311,CUST010,PROD017,2023-05-28 08:30:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2023-03-25,Jakarta,600000.0
TRX0312,CUST001,PROD022,2023-06-02 10:11:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2023-01-15,Jakarta,300000.0
TRX0313,CUST009,PROD014,2023-06-10 14:05:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-03-09,Semarang,550000.0
TRX0314,CUST012,PROD007,2023-06-22 17:40:00.000,1,Celana Jeans,Pakaian,450000.0,2023-04-19,Medan,450000.0
TRX0315,CUST005,PROD003,2023-07-01 21:25:00.000,2,Wireless Mouse,Elektronik,250000.0,2023-03-01,Jakarta,500000.0
TRX0316,CUST011,PROD024,2023-07-08 09:55:00.000,2,Botol Minum 1L,Olahraga,80000.0,2023-04-07,Makassar,160000.0
TRX0317,CUST013,PROD012,2023-07-18 11:10:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2023-05-03,Yogyakarta,120000.0
TRX0318,CUST015,PROD002,2023-08-05 15:30:00.000,1,Smartphone X,Elektronik,8500000.0,2023-06-01,Surabaya,8500000.0
TRX0319,CUST002,PROD018,2023-08-15 18:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2023-01-20,Surabaya,400000.0
TRX0320,CUST014,PROD005,2023-08-20 10:40:00.000,5,T-Shirt Katun,Pakaian,150000.0,2023-05-15,Jakarta,750000.0
TRX0321,CUST017,PROD016,2023-09-10 13:20:00.000,1,Sprei Katun Jepang,Rumah Tangga,250000.0,2023-07-04,Semarang,250000.0
TRX0322,CUST016,PROD028,2023-09-15 16:00:00.000,1,Topi Baseball,Pakaian,120000.0,2023-06-11,Bandung,120000.0
TRX0323,CUST001,PROD011,2023-09-25 19:45:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-01-15,Jakarta,95000.0
TRX0324,CUST019,PROD010,2023-10-10 09:00:00.000,2,Dumbbell 5kg,Olahraga,200000.0,2023-08-05,Makassar,400000.0
TRX0325,CUST018,PROD004,2023-10-18 12:30:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2023-07-21,Jakarta,800000.0
TRX0326,CUST020,PROD019,2023-10-25 14:20:00.000,1,Tas Ransel,Olahraga,350000.0,2023-08-18,Medan,350000.0
TRX0327,CUST005,PROD002,2023-11-01 11:50:00.000,1,Smartphone X,Elektronik,8500000.0,2023-03-01,Jakarta,8500000.0
TRX0328,CUST021,PROD027,2023-11-08 17:10:00.000,1,Webcam HD,Elektronik,450000.0,2023-09-02,Jakarta,450000.0
TRX0329,CUST022,PROD008,2023-11-20 20:30:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-09-14,Surabaya,750000.0
TRX0330,CUST003,PROD013,2023-12-05 10:00:00.000,3,Komik Petualangan,Buku,50000.0,2023-02-05,Bandung,150000.0
TRX0331,CUST024,PROD009,2023-12-22 13:45:00.000,1,Matras Yoga,Olahraga,300000.0,2023-10-20,NaN,300000.0
TRX0332,CUST023,PROD005,2024-01-02 15:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-10-01,Bandung,300000.0
TRX0333,CUST025,PROD001,2024-01-12 09:10:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-11-08,Jakarta,15000000
TRX0334,CUST001,PROD005,2024-01-20 11:25:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-01-15,Jakarta,150000.0
TRX0335,CUST026,PROD021,2024-01-28 18:55:00.000,1,Lampu Meja LED,Rumah Tangga,180000.0,2023-11-17,Semarang,180000.0
TRX0336,CUST027,PROD015,2024-02-10 14:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-12-03,Surabaya,400000.0
TRX0337,CUST002,PROD003,2024-02-18 16:30:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-01-20,Surabaya,250000.0
TRX0338,CUST029,PROD017,2024-03-15 10:15:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-01-10,Jakarta,600000.0
TRX0339,CUST028,PROD006,2024-03-25 19:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-12-22,Bandung,350000.0
TRX0340,CUST030,PROD023,2024-04-01 12:40:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-01-25,Medan,280000.0
TRX0341,CUST031,PROD024,2024-04-10 08:50:00.000,3,Botol Minum 1L,Olahraga,80000.0,2024-02-05,Yogyakarta,240000.0
TRX0342,CUST005,PROD004,2024-04-20 11:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2023-03-01,Jakarta,800000.0
TRX0343,CUST033,PROD005,2024-05-08 14:20:00.000,2,T-Shirt Katun,Pakaian,150000.0,2024-03-02,Jakarta,300000.0
TRX0344,CUST032,PROD020,2024-05-15 17:30:00.000,1,Buku Resep Masakan,Buku,110000.0,2024-02-18,Makassar,110000.0
TRX0345,CUST034,PROD008,2024-05-25 20:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-03-20,Surabaya,750000.0
TRX0346,CUST001,PROD002,2024-06-05 09:45:00.000,1,Smartphone X,Elektronik,8500000.0,2023-01-15,Jakarta,8500000.0
TRX0347,CUST035,PROD026,2024-06-15 13:00:00.000,1,Set Alat Masak,Rumah Tangga,700000.0,2024-04-09,Bandung,700000.0
TRX0348,CUST036,PROD030,2024-06-28 16:10:00.000,1,Kamus Inggris-Indonesia,Buku,130000.0,2024-04-21,Semarang,130000.0
TRX0349,CUST010,PROD005,2024-07-05 10:00:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-03-25,Jakarta,150000.0
TRX0350,CUST037,PROD001,2024-07-12 11:30:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-05-04,Jakarta,15000000
TRX0351,CUST038,PROD007,2024-07-25 18:00:00.000,1,Celana Jeans,Pakaian,450000.0,2024-05-19,Medan,450000.0
TRX0352,CUST039,PROD009,2024-08-05 14:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-06-01,Yogyakarta,300000.0
TRX0353,CUST002,PROD011,2024-08-12 17:00:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-01-20,Surabaya,95000.0
TRX0354,CUST040,PROD022,2024-08-20 09:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2024-06-15,Jakarta,300000.0
TRX0355,CUST041,PROD015,2024-09-08 12:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2024-07-02,Surabaya,400000.0
TRX0356,CUST005,PROD005,2024-09-15 15:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-03-01,Jakarta,300000.0
TRX0357,CUST042,PROD006,2024-09-25 19:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2024-07-18,Bandung,350000.0
TRX0358,CUST043,PROD014,2024-10-10 10:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2024-08-07,NaN,550000.0
TRX0359,CUST044,PROD017,2024-10-28 13:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0360,CUST001,PROD003,2024-11-05 16:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-01-15,Jakarta,250000.0
TRX0361,CUST045,PROD024,2024-11-12 08:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2024-09-05,Makassar,80000.0
TRX0362,CUST046,PROD023,2024-11-25 11:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0363,CUST047,PROD004,2024-12-10 14:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0364,CUST048,PROD008,2024-12-20 17:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
TRX0365,CUST002,PROD005,2025-01-05 10:00:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-01-20,Surabaya,150000.0
TRX0366,CUST049,PROD018,2025-01-08 13:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-11-02,Bandung,400000.0
TRX0367,CUST050,PROD012,2025-01-15 16:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2024-11-10,Yogyakarta,120000.0
TRX0368,CUST001,PROD027,2025-01-20 19:00:00.000,1,Webcam HD,Elektronik,450000.0,2023-01-15,Jakarta,450000.0
TRX0369,CUST005,PROD001,2025-01-25 09:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-03-01,Jakarta,15000000
TRX0370,CUST014,PROD005,2025-02-01 12:00:00.000,3,T-Shirt Katun,Pakaian,150000.0,2023-05-15,Jakarta,450000.0
TRX0371,CUST051,PROD031,2023-01-25 10:15:00.000,1,Smartwatch Fit,Elektronik,1200000.0,2023-01-18,Denpasar,1200000.0
TRX0372,CUST052,PROD032,2023-02-28 11:25:00.000,1,Celana Chino,Pakaian,380000.0,2023-02-22,Palembang,380000.0
TRX0373,CUST053,PROD033,2023-03-20 14:55:00.000,1,Raket Badminton,Olahraga,450000.0,2023-03-15,Denpasar,450000.0
TRX0374,CUST054,PROD034,2023-04-15 18:10:00.000,1,Buku Ensiklopedia,Buku,250000.0,2023-04-11,Palembang,250000.0
TRX0375,CUST055,PROD035,2023-05-10 09:40:00.000,1,Air Fryer,Rumah Tangga,950000.0,2023-05-05,Denpasar,950000.0
TRX0376,CUST056,PROD036,2023-06-18 20:05:00.000,1,Speaker Portable,Elektronik,550000.0,2023-06-14,Palembang,550000.0
TRX0377,CUST057,PROD037,2023-07-30 21:30:00.000,1,Gaun Pesta,Pakaian,650000.0,2023-07-25,Denpasar,650000.0
TRX0378,CUST058,PROD038,2023-09-02 13:00:00.000,2,Bola Basket,Olahraga,150000.0,2023-08-29,NaN,300000.0
TRX0379,CUST059,PROD039,2023-09-25 16:45:00.000,1,Buku Puisi,Buku,85000.0,2023-09-19,Denpasar,85000.0
TRX0380,CUST060,PROD040,2023-11-01 10:00:00.000,1,Vacuum Cleaner,Rumah Tangga,1100000.0,2023-10-28,Palembang,1100000.0
TRX0381,CUST061,PROD041,2023-11-15 12:20:00.000,1,Tablet 10 inch,Elektronik,4500000.0,2023-11-11,Denpasar,4500000.0
TRX0382,CUST062,PROD042,2023-12-28 15:10:00.000,1,Sweater Rajut,Pakaian,320000.0,2023-12-21,Palembang,320000.0
TRX0383,CUST063,PROD043,2024-01-18 17:50:00.000,1,Sarung Tangan Gym,Olahraga,90000.0,2024-01-13,Denpasar,90000.0
TRX0384,CUST064,PROD044,2024-03-01 19:00:00.000,2,Buku Anak Bergambar,Buku,75000.0,2024-02-25,Palembang,150000.0
TRX0385,CUST065,PROD045,2024-03-22 08:00:00.000,1,Set Piring Keramik,Rumah Tangga,350000.0,2024-03-18,Denpasar,350000.0
TRX0386,CUST066,PROD046,2024-04-28 11:45:00.000,1,Printer All-in-One,Elektronik,2500000.0,2024-04-23,Palembang,2500000.0
TRX0387,CUST067,PROD047,2024-05-29 14:30:00.000,1,Rok Plisket,Pakaian,220000.0,2024-05-24,Denpasar,220000.0
TRX0388,CUST068,PROD048,2024-07-03 16:00:00.000,1,Kacamata Renang,Olahraga,120000.0,2024-06-29,Palembang,120000.0
TRX0389,CUST069,PROD049,2024-08-05 18:20:00.000,1,Atlas Dunia,Buku,180000.0,2024-07-31,NaN,180000.0
